DATE_FOR,RTD_ST_CD,CustomerSegment,Tenure,Age,MART_STATUS,GENDER,CHANNEL1_6M,CHANNEL2_6M,CHANNEL3_6M,CHANNEL4_6M,CHANNEL5_6M,METHOD1_6M,RECENT_PAYMENT,PAYMENTS_6M,CHANNEL1_3M,CHANNEL2_3M,CHANNEL3_3M,CHANNEL4_3M,CHANNEL5_3M,METHOD1_3M,PAYMENTS_3M,NOT_DI_3M,NOT_DI_6M,EVENT1_30_FLAG,EVENT2_90_SUM,LOGINS,POLICYPURCHASECHANNEL,Call_Flag
5/13/2014,ST_S0,1,2.360027,38.321697,MS_S3,M,4,0,0,1,0,7,0,7,2,0,0,1,0,5,5,1,1,0,0,6,0,0
5/13/2014,ST_S9,1,1.106092,24.531143,MS_S1,M,0,2,0,3,0,6,0,6,0,1,0,2,0,3,3,0,0,0,0,0,0,0
5/13/2014,ST_S7,NONE,1.106092,48.626968,MS_S2,M,0,0,0,0,3,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0
5/13/2014,ST_S10,1,1.106092,48.062971,MS_S2,M,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0
5/13/2014,ST_S14,1,1.106092,64.271047,MS_S3,F,0,0,0,4,0,6,0,6,0,0,0,1,0,3,3,0,0,0,0,2,0,0
5/13/2014,ST_S14,2,1.106092,45.943874,MS_S2,F,0,0,0,0,0,1,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/13/2014,ST_S19,2,1.106092,33.645448,MS_S3,M,3,0,0,0,0,6,0,6,0,0,0,0,0,2,2,0,1,0,0,4,1,0
5/13/2014,ST_S14,NONE,1.106092,46.113621,MS_S2,M,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,0,0,0,0,7,1,0
5/13/2014,ST_S0,1,9.689254,29.984942,MS_S1,M,0,0,0,0,0,4,1,4,0,0,0,0,0,2,2,0,0,0,0,1,0,0
5/13/2014,ST_S2,2,1.106092,24.438056,MS_S2,M,1,0,0,0,0,8,0,9,0,0,0,0,0,3,3,0,1,0,0,4,1,0
5/13/2014,ST_S20,NONE,1.106092,29.379877,MS_S1,M,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0
5/13/2014,ST_S9,1,1.106092,23.088296,MS_S1,M,0,4,0,2,0,6,0,6,0,3,0,0,0,3,3,0,0,0,1,0,0,0
5/18/2014,ST_S7,2,1.086927,38.609172,MS_S2,F,1,1,0,3,0,0,0,5,0,1,0,1,0,0,2,0,1,0,2,0,0,0
5/13/2014,ST_S16,NONE,1.106092,35.652293,MS_S1,M,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5/13/2014,ST_S36,3,1.106092,36.988364,MS_S3,M,0,0,0,0,0,1,0,5,0,0,0,0,0,1,3,0,0,0,0,2,0,0
5/13/2014,ST_S9,1,1.106092,32.271047,MS_S1,F,4,0,0,0,0,4,0,10,0,0,0,0,0,0,3,0,1,0,2,2,1,0
5/13/2014,ST_S12,3,1.106092,28.44627,MS_S2,F,1,0,0,0,0,7,0,7,1,0,0,0,0,4,4,1,1,0,0,2,0,0
5/13/2014,ST_S24,1,5.292266,23.080082,MS_S1,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,3,0,0
5/13/2014,ST_S6,1,1.023956,60.262834,MS_S2,M,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/2014,ST_S9,1,1.106092,56.40794,MS_S3,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/13/2014,ST_S9,1,9.10883,37.664613,MS_S1,F,0,0,0,3,0,3,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,1
5/13/2014,ST_S21,3,1.106092,55.474333,MS_S3,F,0,6,0,0,0,6,0,6,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/13/2014,ST_S14,2,1.106092,69.481177,MS_S3,M,0,0,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/15/2014,ST_S0,1,1.100616,29.223819,MS_S1,F,0,0,0,0,4,0,0,4,0,0,0,0,2,0,2,0,0,0,0,3,0,0
5/13/2014,ST_S7,2,1.106092,32.572211,MS_S1,M,0,6,0,0,0,6,0,6,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/13/2014,ST_S7,1,1.106092,49.839836,MS_S2,F,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/13/2014,ST_S42,1,1.106092,38.918549,MS_S2,F,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
5/14/2014,ST_S14,1,1.021218,44.755647,MS_S2,F,0,0,0,0,7,0,1,7,0,0,0,0,4,0,4,0,0,0,2,0,0,0
5/13/2014,ST_S16,2,4.082136,41.878166,MS_S4,F,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,1,2,0,0
5/18/2014,ST_S0,1,1.092402,41.514031,MS_S1,M,0,0,0,0,3,1,1,4,0,0,0,0,0,1,1,0,0,0,0,20,1,0
5/18/2014,ST_S7,2,1.092402,52.865161,MS_S1,M,0,0,0,0,5,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/13/2014,ST_S7,3,1.106092,27.19781,MS_S1,M,0,0,0,3,0,3,0,3,0,0,0,2,0,2,2,0,0,0,0,0,0,0
5/13/2014,ST_S2,2,1.106092,62.006845,MS_S2,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/13/2014,ST_S4,2,1.106092,44.142368,MS_S1,F,0,0,0,2,0,6,0,6,0,0,0,2,0,4,4,0,0,0,0,1,0,0
5/13/2014,ST_S17,2,1.106092,52.991102,MS_S1,M,5,0,0,0,2,3,1,8,2,0,0,0,1,0,4,1,1,0,0,4,1,0
5/13/2014,ST_S38,2,1.106092,50.696783,MS_S3,M,0,6,0,0,0,6,0,6,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/14/2014,ST_S22,1,1.103354,42.417522,MS_S2,M,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0
5/13/2014,ST_S9,1,1.106092,49.954825,MS_S2,M,0,2,0,4,0,0,0,6,0,1,0,2,0,0,3,0,0,0,0,0,0,0
5/13/2014,ST_S7,2,1.106092,50.863792,MS_S1,M,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/13/2014,ST_S33,1,1.106092,41.900068,MS_S2,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,1,1,0
5/17/2014,ST_S38,2,1.106092,31.726215,MS_S1,F,6,0,0,0,0,11,0,11,3,0,0,0,0,5,5,1,1,0,0,1,1,0
5/18/2014,ST_S22,1,1.092402,66.8282,MS_S3,F,0,0,0,4,0,4,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5/18/2014,ST_S38,1,1.092402,27.608487,MS_S2,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,2,1,0
5/13/2014,ST_S7,1,1.106092,37.086927,MS_S1,M,0,0,0,1,0,3,1,5,0,0,0,0,0,2,3,0,0,0,1,1,0,0
5/13/2014,ST_S7,2,1.106092,47.345654,MS_S2,M,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/2014,ST_S38,1,1.106092,79.55373,MS_S2,M,0,2,0,4,0,1,0,6,0,1,0,2,0,0,3,0,0,0,0,0,0,0
5/13/2014,ST_S33,2,1.46475,22.565366,MS_S2,M,1,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,1,0,0,2,1,0
5/13/2014,ST_S2,1,2.308008,26.683094,MS_S2,F,0,5,0,2,0,7,1,7,0,2,0,2,0,4,4,0,0,0,0,0,0,0
5/18/2014,ST_S42,1,1.092402,27.036277,MS_S1,F,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5/13/2014,ST_S8,2,1.106092,53.626283,MS_S2,F,0,1,1,1,0,5,1,6,0,0,1,1,0,2,3,0,0,0,0,4,1,0
5/17/2014,ST_S10,1,2.631075,25.57974,MS_S1,M,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5/13/2014,ST_S39,2,1.106092,39.151266,MS_S3,F,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,0,0,0,0,5,0,0
5/13/2014,ST_S35,2,1.106092,26.387406,MS_S3,F,0,6,0,0,0,6,1,6,0,3,0,0,0,3,3,0,0,0,1,0,0,0
5/14/2014,ST_S7,2,1.021218,41.319644,MS_S1,M,4,1,0,1,0,6,0,6,2,0,0,1,0,3,3,1,1,0,0,0,0,1
5/13/2014,ST_S9,1,1.106092,46.26694,MS_S1,M,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,2,0,0
5/13/2014,ST_S7,2,1.106092,61.653662,MS_S1,M,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,0,0,0,1,2,0,0
5/19/2014,ST_S3,2,1.007529,84.235455,MS_S1,M,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/2014,ST_S7,1,1.106092,33.639973,MS_S2,F,0,0,0,2,0,2,0,3,0,0,0,2,0,1,2,0,0,0,0,0,0,0
5/13/2014,ST_S42,1,1.106092,43.540041,MS_S1,F,0,0,0,0,0,1,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/13/2014,ST_S7,1,1.106092,34.666667,MS_S3,M,0,1,0,2,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5/13/2014,ST_S33,2,1.106092,22.417522,MS_S1,F,2,0,0,0,0,8,0,8,0,0,0,0,0,3,3,0,1,0,0,1,0,0
5/19/2014,ST_S11,1,1.431896,41.462012,MS_S4,F,3,0,3,0,0,3,0,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0
5/13/2014,ST_S14,1,1.678303,36.889802,MS_S4,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,3,0,0
5/13/2014,ST_S42,1,8.73922,55.561944,MS_S1,F,0,0,0,0,0,9,0,9,0,0,0,0,0,5,5,0,0,0,1,3,0,0
5/13/2014,ST_S42,2,1.106092,64.971937,MS_S0,F,5,0,0,1,0,1,0,6,2,0,0,1,0,1,3,1,1,0,0,0,0,1
5/13/2014,ST_S4,3,1.106092,38.028747,MS_S1,M,0,2,0,1,0,3,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0
5/13/2014,ST_S7,NONE,1.106092,58.603696,MS_S1,M,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0
5/13/2014,ST_S22,2,1.106092,62.940452,MS_S2,F,0,6,0,0,0,6,0,6,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/13/2014,ST_S4,1,6.173854,24.574949,MS_S1,M,0,0,0,0,0,6,0,6,0,0,0,0,0,4,4,0,0,0,1,2,0,0
5/13/2014,ST_S24,1,10.255989,26.694045,MS_S1,M,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/13/2014,ST_S21,3,1.106092,25.566051,MS_S1,F,4,0,0,0,0,9,0,9,1,0,0,0,0,4,4,1,1,0,0,4,0,0
5/13/2014,ST_S39,1,9.900068,26.907598,MS_S1,F,0,0,0,0,0,7,0,7,0,0,0,0,0,3,3,0,0,0,0,1,1,0
5/13/2014,ST_S22,2,1.106092,51.455168,MS_S1,M,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5/13/2014,ST_S0,1,1.106092,65.330595,MS_S2,M,0,0,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/13/2014,ST_S9,1,4.271047,22.688569,MS_S1,M,0,5,0,1,0,6,0,6,0,2,0,1,0,3,3,0,0,0,1,0,0,0
5/13/2014,ST_S5,1,1.106092,22.173854,MS_S2,M,0,2,0,2,0,4,0,4,0,2,0,1,0,3,3,0,0,0,0,0,1,0
5/13/2014,ST_S0,NONE,1.106092,33.566051,MS_S1,M,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/13/2014,ST_S22,1,1.106092,49.826146,MS_S2,F,4,0,0,0,0,7,0,7,1,0,0,0,0,4,4,1,1,0,0,4,0,0
5/17/2014,ST_S7,2,1.103354,60.643395,MS_S2,M,8,0,0,1,0,9,0,9,3,0,0,1,0,4,4,1,1,0,1,0,1,0
5/14/2014,ST_S41,1,1.103354,33.883641,MS_S1,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,2,5,1,0
5/14/2014,ST_S22,2,1.103354,55.167693,MS_S2,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,2,1,0
5/14/2014,ST_S4,2,1.735797,31.665982,MS_S1,M,0,0,0,0,9,2,1,11,0,0,0,0,6,0,6,0,0,0,0,0,1,0
5/14/2014,ST_S40,2,1.103354,33.434634,MS_S1,F,0,2,0,3,0,5,0,5,0,0,0,2,0,2,2,0,0,0,0,0,1,0
5/13/2014,ST_S44,NONE,1.106092,32.898015,MS_S2,M,1,0,0,1,0,7,0,7,1,0,0,1,0,4,4,1,1,0,0,1,0,0
5/14/2014,ST_S20,1,1.103354,55.238877,MS_S1,M,0,0,1,0,5,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S12,1,1.103354,55.852156,MS_S3,F,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0
5/17/2014,ST_S33,2,1.103354,59.479808,MS_S2,F,0,0,0,6,0,6,0,6,0,0,0,3,0,3,3,0,0,0,0,0,0,0
5/14/2014,ST_S11,1,11.036277,63.728953,MS_S2,M,0,0,3,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0
5/15/2014,ST_S25,1,1.103354,45.215606,MS_S2,M,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0
5/18/2014,ST_S0,2,1.103354,39.597536,MS_S2,M,7,0,0,1,0,7,0,8,4,0,0,1,0,4,5,1,1,0,0,1,0,0
5/14/2014,ST_S7,1,1.103354,58.822724,MS_S2,F,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/14/2014,ST_S7,1,1.103354,56.40794,MS_S3,F,0,0,0,0,0,4,0,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0
5/14/2014,ST_S10,2,1.103354,25.221081,MS_S1,F,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,0,0,1,8,0,0
5/14/2014,ST_S12,2,4.821355,33.382615,MS_S4,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/14/2014,ST_S9,1,1.103354,44.651608,MS_S2,M,0,0,0,0,2,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S7,2,1.103354,23.430527,MS_S2,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,3,1,0
5/14/2014,ST_S21,1,1.103354,24.421629,MS_S1,F,0,0,0,0,0,2,0,6,0,0,0,0,0,0,3,0,0,0,0,7,0,0
5/16/2014,ST_S10,NONE,1.103354,41.390828,MS_S2,F,2,0,0,2,0,4,0,4,0,0,0,2,0,2,2,0,1,0,0,0,0,0
5/13/2014,ST_S42,1,1.106092,22.951403,MS_S1,M,0,0,0,0,5,0,0,6,0,0,0,0,2,0,3,0,0,0,0,31,0,0
5/14/2014,ST_S38,1,1.103354,44.13963,MS_S2,M,0,0,0,0,0,3,0,5,0,0,0,0,0,1,3,0,0,0,0,1,0,0
5/14/2014,ST_S7,1,1.103354,69.637235,MS_S2,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S3,2,1.103354,28.536619,MS_S1,M,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,4,1,0
5/14/2014,ST_S33,2,1.103354,43.74538,MS_S1,M,0,6,0,0,0,3,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S6,2,1.103354,24.678987,MS_S1,M,7,0,0,0,0,7,0,7,3,0,0,0,0,3,3,1,1,0,0,0,0,0
5/20/2014,ST_S9,NONE,1.103354,33.935661,MS_S1,M,2,0,0,2,0,4,0,4,0,0,0,2,0,2,2,0,1,0,0,0,0,0
5/14/2014,ST_S7,1,1.103354,62.757016,MS_S3,M,0,0,0,0,0,4,0,5,0,0,0,0,0,3,3,0,0,0,0,3,0,0
5/15/2014,ST_S9,1,1.03217,61.078713,MS_S0,F,0,1,4,1,0,0,0,6,0,1,2,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S6,1,14.622861,29.557837,MS_S1,M,8,0,0,0,0,9,0,9,3,0,0,0,0,4,4,1,1,0,0,1,1,0
5/16/2014,ST_S21,1,1.097878,51.778234,MS_S1,M,2,0,0,0,0,2,0,6,0,0,0,0,0,0,2,0,1,0,0,1,1,0
5/14/2014,ST_S14,1,1.103354,45.067762,MS_S2,M,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,3,0,0
5/20/2014,ST_S9,NONE,1.106092,32.462697,MS_S1,M,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5/14/2014,ST_S0,1,1.103354,34.2423,MS_S2,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S3,NONE,1.103354,36.366872,MS_S2,M,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0
5/14/2014,ST_S7,2,1.103354,57.393566,MS_S1,F,9,0,0,0,0,11,0,15,4,0,0,0,0,4,7,1,1,0,0,1,0,0
5/14/2014,ST_S32,1,1.103354,43.778234,MS_S2,F,0,3,0,2,0,6,0,6,0,3,0,1,0,4,4,0,0,0,1,1,0,0
5/14/2014,ST_S43,2,1.103354,66.102669,MS_S3,M,0,3,0,0,0,6,1,6,0,1,0,0,0,4,4,0,0,0,0,1,0,0
5/14/2014,ST_S0,3,1.103354,29.6564,MS_S1,M,0,0,4,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0
5/19/2014,ST_S14,1,1.089665,67.731691,MS_S2,M,0,0,0,0,5,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S42,3,1.103354,57.456537,MS_S3,F,0,0,1,0,0,5,0,6,0,0,0,0,0,3,3,0,0,0,0,2,1,0
5/14/2014,ST_S25,2,1.103354,45.149897,MS_S1,M,0,5,0,1,0,6,0,6,0,2,0,1,0,3,3,0,0,0,0,0,0,1
5/14/2014,ST_S0,2,1.103354,43.986311,MS_S2,F,0,1,0,1,3,0,0,5,0,0,0,0,2,0,2,0,0,0,0,0,0,0
5/18/2014,ST_S32,3,1.103354,23.926078,MS_S2,F,8,3,0,0,0,12,0,12,4,2,0,0,0,7,7,1,1,0,0,0,1,0
5/14/2014,ST_S7,NONE,1.103354,38.442163,MS_S2,M,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5/14/2014,ST_S2,NONE,1.103354,35.5154,MS_S3,M,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,1,1,0
5/13/2014,ST_S11,2,3.964408,39.498973,MS_S1,M,0,3,0,3,0,6,0,6,0,2,0,1,0,3,3,0,0,0,3,0,0,0
5/19/2014,ST_S27,1,1.103354,53.763176,MS_S2,F,0,0,0,5,0,5,1,5,0,0,0,3,0,3,3,0,0,0,1,0,0,0
5/19/2014,ST_S20,1,6.584531,63.660506,MS_S1,M,0,0,0,5,0,1,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S42,2,1.103354,46.822724,MS_S4,F,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S0,1,1.004791,40.54757,MS_S1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/2014,ST_S6,2,5.779603,39.362081,MS_S4,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,4,0,0
5/14/2014,ST_S36,1,1.103354,20.588638,MS_S1,F,6,0,0,4,0,11,0,11,2,0,0,1,0,4,4,1,1,0,0,2,0,0
5/14/2014,ST_S15,2,1.103354,25.242984,MS_S1,M,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5/14/2014,ST_S11,1,1.103354,37.229295,MS_S2,F,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,0,0,0,3,0,0
5/15/2014,ST_S33,1,1.100616,62.814511,MS_S1,F,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0
5/16/2014,ST_S21,2,1.103354,23.690623,MS_S1,F,0,4,0,3,0,7,0,7,0,3,0,0,0,3,3,0,0,0,1,0,0,0
5/14/2014,ST_S7,1,1.103354,43.63039,MS_S2,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/14/2014,ST_S35,1,1.103354,53.023956,MS_S2,M,5,1,0,0,0,0,0,6,2,1,0,0,0,0,3,1,1,0,0,0,0,1
5/14/2014,ST_S28,2,1.103354,20.276523,MS_S1,F,0,0,0,4,0,6,0,6,0,0,0,3,0,3,3,0,0,0,0,0,0,1
5/14/2014,ST_S27,2,1.103354,42.212183,MS_S3,M,0,2,0,0,0,4,0,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0
5/18/2014,ST_S47,1,1.092402,31.622177,MS_S2,F,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5/17/2014,ST_S2,NONE,1.09514,57.273101,MS_S2,M,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,1,0,0
5/14/2014,ST_S7,1,1.103354,70.647502,MS_S0,F,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0
5/17/2014,ST_S27,NONE,1.103354,48.454483,MS_S2,M,0,0,0,2,0,0,1,4,0,0,0,1,0,0,3,0,0,0,2,1,0,0
5/14/2014,ST_S7,1,1.103354,74.962355,MS_S2,M,0,0,0,0,5,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/17/2014,ST_S12,2,1.09514,27.321013,MS_S1,F,5,0,0,0,0,7,0,7,2,0,0,0,0,4,4,1,1,0,0,4,0,0
5/14/2014,ST_S31,3,1.103354,46.606434,MS_S4,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/14/2014,ST_S7,1,1.103354,47.624914,MS_S1,F,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/14/2014,ST_S42,1,9.475702,41.672827,MS_S4,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/14/2014,ST_S22,2,1.103354,26.505133,MS_S1,M,0,6,0,0,0,6,0,6,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/14/2014,ST_S9,2,1.103354,44.583162,MS_S1,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/14/2014,ST_S6,1,7.12115,24.95551,MS_S1,M,2,0,0,0,0,8,0,8,0,0,0,0,0,3,3,0,1,0,0,1,0,0
5/14/2014,ST_S7,1,1.103354,40.43258,MS_S1,M,0,5,0,0,0,5,0,5,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/14/2014,ST_S9,1,1.103354,63.742642,MS_S4,M,0,0,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S4,2,1.103354,29.442847,MS_S2,M,6,0,0,2,0,6,0,8,3,0,0,1,0,3,4,1,1,0,0,3,0,1
5/18/2014,ST_S20,3,1.103354,21.538672,MS_S1,F,7,0,0,0,0,7,0,11,2,0,0,0,0,2,3,1,1,0,0,1,1,0
5/14/2014,ST_S39,3,2.354552,32.145106,MS_S1,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,2,1,0
5/14/2014,ST_S7,1,4.17796,27.345654,MS_S4,F,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/14/2014,ST_S20,3,1.103354,28.941821,MS_S1,F,0,2,0,4,0,4,0,6,0,1,0,2,0,1,3,0,0,0,0,0,0,0
5/14/2014,ST_S7,1,1.103354,41.785079,MS_S3,M,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/2014,ST_S14,1,1.097878,58.75154,MS_S2,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0
5/14/2014,ST_S6,2,2.403833,45.61807,MS_S4,F,0,5,0,1,0,6,0,6,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/15/2014,ST_S9,2,1.103354,26.562628,MS_S2,F,5,0,0,0,0,8,0,9,1,0,0,0,0,2,2,1,1,0,1,10,1,0
5/18/2014,ST_S7,2,1.103354,45.779603,MS_S2,M,5,0,0,0,0,7,1,11,0,0,0,0,0,1,3,0,1,0,0,2,0,0
5/14/2014,ST_S28,2,1.103354,40.676249,MS_S2,M,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
5/16/2014,ST_S42,1,1.097878,36.706365,MS_S1,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,1,0,0
5/14/2014,ST_S14,2,1.103354,30.57358,MS_S1,F,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,1,1,0
5/14/2014,ST_S29,1,1.103354,31.310062,MS_S2,F,0,4,0,0,0,6,0,6,0,1,0,0,0,3,3,0,0,0,0,1,0,0
5/14/2014,ST_S9,2,1.103354,32.621492,MS_S2,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/13/2014,ST_S7,2,1.103354,42.140999,MS_S2,M,3,0,0,1,0,4,0,4,0,0,0,1,0,1,1,0,1,0,0,1,0,0
5/14/2014,ST_S7,1,1.103354,36.36961,MS_S2,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/14/2014,ST_S0,3,1.103354,19.466119,MS_S1,M,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/14/2014,ST_S14,1,1.103354,33.935661,MS_S1,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,1,1,0
5/14/2014,ST_S16,NONE,1.103354,27.704312,MS_S2,M,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
5/14/2014,ST_S36,2,1.103354,20.473648,MS_S1,F,0,0,0,0,0,6,0,6,0,0,0,0,0,4,4,0,0,0,1,5,0,0
5/16/2014,ST_S37,1,1.103354,49.574264,MS_S2,M,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,1,1,0
5/14/2014,ST_S9,1,1.103354,63.203285,MS_S2,M,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5/14/2014,ST_S7,2,1.103354,26.105407,MS_S1,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,4,1,0
